address,postal_code,offered_since,asking-price,surface,energy_label,housing_type,build_year,number_rooms,number_bathrooms,bathroom_facilities,total_floors,isolation,heating,warm_water,cv_ketel,land_ownership,erfpacht,location,balcony_terrace,parking,garden,inhabitants_neighborhood,families_with_kids_perc,neighborhood_price_sqm
Joost Bilhamerstraat 6,1067 AZ Amsterdam,3 maanden,€ 499.500 kosten koper,90 m²,C,,1955,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,Douche,3 woonlagen,"Dakisolatie, dubbel glas en muurisolatie",Cv-ketel,Cv-ketel,"Intergas HRE CW5 (gas gestookt combiketel uit 2021, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-07-2054),Afgekocht tot 15-07-2054,In woonwijk,,Openbaar parkeren en parkeervergunningen,Achtertuin,,,
Pieter Postsingel 221,1067 DJ Amsterdam,3 maanden,€ 645.000 kosten koper,130 m²,A,,2006,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,Douche en toilet,3 woonlagen,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"HR Intergas (gas gestookt combiketel uit 2006, eigendom)",Eigendom belast met erfpacht,,In woonwijk,,Parkeervergunningen,Achtertuin,,,
Nieuwe Looiersstraat 128,1017 VG Amsterdam,8 weken,€ 1.750.000 kosten koper,169 m²,A,,1839,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en toilet,4 woonlagen,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"Gas gestookt combiketel uit 2020, eigendom",Volle eigendom,,In centrum,Dakterras aanwezig en frans balkon aanwezig,Betaald parkeren en openbaar parkeren,,,,
Erich Salomonstraat 525,1087 GT Amsterdam,2 maanden,€ 895.000 kosten koper,195 m²,A,,2008,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,Ligbad en douche,3 woonlagen,Dubbel glas en volledig geïsoleerd,Stadsverwarming,Stadsverwarming,,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-08-2056),Afgekocht tot 31-08-2056,"Aan vaarwater, beschutte ligging en in woonwijk",Dakterras aanwezig,Betaald parkeren en parkeervergunningen,Voortuin,,,
Van Boshuizenstraat 233,1083 AW Amsterdam,2 maanden,€ 850.000 kosten koper,161 m²,E,,1962,6 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,"Ligbad, 2 douches en toilet",3 woonlagen,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"Vaillant HR (gas gestookt combiketel uit 2010, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-09-2035),"€ 519,73 per jaar",In woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,Achtertuin,,,
P.J. Oudstraat 10,1067 WN Amsterdam,2 maanden,€ 575.000 kosten koper,104 m²,B,,1990,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,3 woonlagen,"Dakisolatie, dubbel glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Cv-ketel,Cv-ketel,"Atag (gas gestookt combiketel uit 2016, eigendom)",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 31-01-2040,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",Dakterras aanwezig,Op afgesloten terrein en openbaar parkeren,"Achtertuin, voortuin en zijtuin",,,
Houthavenkade 37,1014 ZB Amsterdam,15 september 2022,€ 850.000 kosten koper,118 m²,A,Dubbel benedenhuis (appartement),2016,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en toilet,2 woonlagen,Dubbel glas,Cv-ketel,Stadsverwarming,,Erfpacht (einddatum erfpacht: 30-10-2064),"€ 3.472,98 per jaar",Aan rustige weg en in centrum,Dakterras aanwezig,"Betaald parkeren, parkeergarage en parkeervergunningen",,,,
Katwijkstraat 24 H,1059 XP Amsterdam,Vandaag,€ 419.500 kosten koper,50 m²,D,Benedenwoning (appartement),1933,2 kamers (1 slaapkamer),1 badkamer,Douche en toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"2011, eigendom",Volle eigendom,,Aan rustige weg en in woonwijk,,Betaald parkeren en parkeervergunningen,Achtertuin,,,
IJdoornlaan 1495 H,1034 BM Amsterdam,Vandaag,€ 445.000 kosten koper,68 m²,A,Bovenwoning (appartement),2019,3 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,,1 woonlaag,Volledig geïsoleerd,Stadsverwarming,Stadsverwarming,,Eigendom belast met erfpacht,Eeuwigdurend afgekocht,"Aan rustige weg, in woonwijk en vrij uitzicht",Balkon aanwezig,Parkeergarage,,,,
Stuyvesantstraat 17 3,1058 AJ Amsterdam,Vandaag,€ 780.000 kosten koper,98 m²,E,Bovenwoning (appartement),1927,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",2 woonlagen,"HR-glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"Intergas Kombi Kompakt HRE (gas gestookt combiketel uit 2012, eigendom)",Volle eigendom,,Aan rustige weg en in woonwijk,Dakterras aanwezig en balkon aanwezig,Betaald parkeren en parkeervergunningen,Zonneterras,,,
Johannes van der Waalsstraat 24 2,1098 PL Amsterdam,Vandaag,€ 475.000 kosten koper,75 m²,F,Bovenwoning (appartement),1957,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Remeha (Avanta) (gas gestookt uit 2015, eigendom)",Volle eigendom,,In woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Jennerstraat 24 B,1097 GC Amsterdam,Vandaag,€ 625.000 kosten koper,76 m²,D,Bovenwoning (appartement),1925,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,"Dakisolatie, dubbel glas, HR-glas en vloerisolatie",Cv-ketel,Cv-ketel,"Intergas HRE (gas gestookt combiketel uit 2018, eigendom)",Volle eigendom,,Aan rustige weg en in woonwijk,Balkon aanwezig,Openbaar parkeren,,,,
Ten Katestraat 43 V,1053 BX Amsterdam,Vandaag,€ 350.000 kosten koper,44 m²,B,Bovenwoning (appartement),1906,2 kamers (1 slaapkamer),1 badkamer,Toilet,6 woonlagen,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"HR (gas gestookt combiketel uit 2010, eigendom)",Volle eigendom,,In centrum en in woonwijk,,Betaald parkeren en parkeervergunningen,,,,
Geuzenstraat 29 2,1056 KA Amsterdam,15 september 2022,€ 425.000 kosten koper,54 m²,,Bovenwoning (appartement),,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"VR (gas gestookt combiketel, eigendom)",Gemeentelijke erfpacht (einddatum erfpacht: 16-09-2033),Afgekocht tot 16-09-2033,Aan rustige weg en in woonwijk,Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Ferdinand Bolstraat 149 1,1072 LH Amsterdam,15 september 2022,€ 400.000 kosten koper,37 m²,E,Bovenwoning (appartement),1904,2 kamers (1 slaapkamer),1 badkamer,Douche en toilet,1 woonlaag,"Dubbel glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Cv-ketel,Cv-ketel,"Intergas HR (gas gestookt combiketel uit 2018, eigendom)",Volle eigendom,,In centrum en in woonwijk,,Betaald parkeren en parkeervergunningen,,,,
De Kempenaerstraat 187,1051 DC Amsterdam,15 september 2022,€ 585.000 kosten koper,75 m²,A,Benedenwoning (appartement),1998,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,Volledig geïsoleerd,Cv-ketel,Cv-ketel,"Intergas Kombi Kompakt HRE (gas gestookt combiketel uit 2017, eigendom)",Gemeentelijk eigendom belast met erfpacht,,"Aan rustige weg, in woonwijk en vrij uitzicht",,"Betaald parkeren, openbaar parkeren en parkeervergunningen",Achtertuin,,,
Oude Looiersstraat 22 III/IV,1016 VJ Amsterdam,15 september 2022,€ 875.000 kosten koper,111 m²,F,Bovenwoning (appartement),1906,3 kamers (2 slaapkamers),1 badkamer en 2 aparte toiletten,Ligbad en douche,2 woonlagen,"Dakisolatie, dubbel glas en vloerisolatie",Cv-ketel,Cv-ketel,,Volle eigendom,,"Aan rustige weg, beschutte ligging en in centrum",Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Spinhuissteeg 10 H,1012 CJ Amsterdam,15 september 2022,€ 375.000 kosten koper,43 m²,D,Benedenwoning (appartement),1755,2 kamers (1 slaapkamer),1 badkamer,Douche en toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2021, eigendom)",Volle eigendom,,,,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Da Costakade 126 1,1053 XB Amsterdam,15 september 2022,€ 575.000 kosten koper,68 m²,B,Bovenwoning (appartement),1904,3 kamers (2 slaapkamers),1 badkamer,Ligbad en toilet,1 woonlaag,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2015, eigendom)",Gemeentelijke erfpacht,Eeuwigdurend afgekocht,"Aan vaarwater, aan water, in woonwijk en vrij uitzicht",Balkon aanwezig en frans balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Tweede Oosterparkstraat 205 E,1092 BJ Amsterdam,Vandaag,€ 595.000 kosten koper,79 m²,D,Bovenwoning (appartement),1974,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2014, eigendom)",Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,"Aan rustige weg, in centrum, in woonwijk en vrij uitzicht",Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
ms. van Riemsdijkweg 238 +PP,1033 RD Amsterdam,15 september 2022,€ 990.000 kosten koper,116 m²,A,Bovenwoning (appartement),2020,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,,1 woonlaag,Volledig geïsoleerd,Gehele vloerverwarming,Stadsverwarming,,Gemeentelijke erfpacht,€ 1.796 per jaar met optie tot afkopen,"Aan rustige weg, aan vaarwater, aan water, in woonwijk, open ligging en vrij uitzicht",Balkon aanwezig,Parkeergarage,,,,
Dick Greinerstraat 135,1019 CS Amsterdam,Vandaag,€ 435.000 kosten koper,67 m²,B,Bovenwoning (appartement),1988,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2004, eigendom)",Gemeentelijke erfpacht (einddatum erfpacht: 30-04-2051),Afgekocht tot 30-04-2051,Aan rustige weg en vrij uitzicht,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Celebesstraat 138,1094 GB Amsterdam,15 september 2022,€ 650.000 kosten koper,117 m²,A,Bovenwoning (appartement),1998,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas Kombi Kompakt HRE (gas gestookt combiketel uit 2013, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-03-2049),Afgekocht tot 31-03-2049,Aan rustige weg en in woonwijk,Balkon aanwezig,Openbaar parkeren en parkeervergunningen,,,,
Zoomstraat 47 -1,1078 XH Amsterdam,15 september 2022,€ 600.000 kosten koper,78 m²,D,Bovenwoning (appartement),1930,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Vaillant (gas gestookt combiketel uit 2017, eigendom)",Gemeentelijke erfpacht,Eeuwigdurend afgekocht,In woonwijk,Balkon aanwezig,Openbaar parkeren en parkeervergunningen,,,,
Eerste Oosterparkstraat 210,1091 HL Amsterdam,14 september 2022,€ 650.000 kosten koper,87 m²,A,Bovenwoning (appartement),1994,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,Volledig geïsoleerd,Cv-ketel,Cv-ketel,"Intergas HR (gas gestookt combiketel uit 2009, eigendom)",Gemeentelijke erfpacht,Afgekocht tot 15-05-2045,Aan drukke weg en in woonwijk,,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Apollolaan 197 D,1077 AX Amsterdam,Vandaag,€ 1.200.000 kosten koper,123 m²,D,Bovenwoning (appartement),1937,3 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",1 woonlaag,Dubbel glas,Blokverwarming en gedeeltelijke vloerverwarming,Centrale voorziening,,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 01-09-2050),Afgekocht tot 01-09-2050,"Aan rustige weg, in woonwijk en vrij uitzicht",Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Ruyschstraat 36 -2,1091 CD Amsterdam,15 september 2022,€ 420.000 kosten koper,48 m²,D,Bovenwoning (appartement),1888,2 kamers (1 slaapkamer),1 badkamer,Douche en toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Atag ( combiketel uit 2015, eigendom)",Volle eigendom,,In woonwijk,Balkon aanwezig,Openbaar parkeren en parkeervergunningen,,,,
Cliffordstraat 10 3,1051 GT Amsterdam,14 september 2022,€ 670.000 kosten koper,83 m²,G,Bovenwoning,,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,2 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,Combiketel,Gemeentelijke erfpacht,Afgekocht tot 01-02-2059,Aan rustige weg en in woonwijk,Balkon aanwezig,Openbaar parkeren en parkeervergunningen,,,,
Michelangelostraat 54 -III,1077 CE Amsterdam,14 september 2022,€ 995.000 kosten koper,117 m²,D,Bovenwoning (appartement),1930,5 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,Ligbad en toilet,1 woonlaag,Dubbel glas,Cv-ketel en gashaard,Cv-ketel,"Remeha (gas gestookt combiketel uit 2019, eigendom)",Gemeentelijke erfpacht (einddatum erfpacht: 15-07-2051),"€ 1.785,83 per jaar met optie tot afkopen",Aan rustige weg en in woonwijk,Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Jeltje de Bosch Kemperpad 87,1054 PJ Amsterdam,14 september 2022,€ 550.000 kosten koper,73 m²,C,Bovenwoning (bel-etage),1987,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas Kombi Kompact (gas gestookt uit 2021, eigendom)",Gemeentelijke erfpacht (einddatum erfpacht: 28-02-2038),Afgekocht tot 28-02-2038,Aan rustige weg en in woonwijk,Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Baarsstraat 39 2,1075 RV Amsterdam,14 september 2022,€ 395.000 kosten koper,51 m²,E,Bovenwoning (appartement),,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,Dubbel glas en vloerisolatie,Cv-ketel,Cv-ketel,Eigendom,,,In woonwijk,Balkon aanwezig,Openbaar parkeren,,,,
Gillis van Ledenberchstraat 16 -G,1052 VG Amsterdam,15 september 2022,€ 650.000 kosten koper,75 m²,B,Bovenwoning (appartement),2010,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,,1 woonlaag,Volledig geïsoleerd,Cv-ketel,Cv-ketel,"Remeha (gas gestookt combiketel uit 2021, eigendom)",Volle eigendom,,"Aan rustige weg, aan vaarwater, aan water, in centrum, in woonwijk en vrij uitzicht",Balkon aanwezig,"Betaald parkeren, openbaar parkeren, parkeergarage en parkeervergunningen",,,,
Haarlemmerdijk 182 II,1013 JK Amsterdam,14 september 2022,€ 850.000 kosten koper,112 m²,E,Bovenwoning (appartement),1910,5 kamers (3 slaapkamers),2 badkamers,2 toiletten,3 woonlagen,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"Gas gestookt combiketel, eigendom",Volle eigendom,,In centrum en in woonwijk,Dakterras aanwezig,"Betaald parkeren, parkeergarage en parkeervergunningen",Zonneterras,,,
Jan de Jonghkade 70 + PP,1063 MH Amsterdam,14 september 2022,€ 525.000 kosten koper,126 m²,B,Bovenwoning (appartement),1999,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,Dubbel glas en volledig geïsoleerd,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2014, eigendom)",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 14-12-2048,"Aan rustige weg, aan water, in woonwijk, open ligging en vrij uitzicht",Balkon aanwezig,Parkeergarage,,,,
Deurloostraat 74 -I,1078 JG Amsterdam,14 september 2022,€ 675.000 kosten koper,80 m²,C,Bovenwoning (appartement),1928,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas HRE (gas gestookt combiketel uit 2009, eigendom)",Gemeentelijke erfpacht,"€ 600,37 per jaar",Aan rustige weg en in woonwijk,Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Bestevâerstraat 112 1,1056 HS Amsterdam,13 september 2022,€ 375.000 kosten koper,50 m²,B,Portiekflat (appartement),1924,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,4 woonlagen,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2012, eigendom)",Eigendom belast met erfpacht,Afgekocht tot 31-01-2061,Aan rustige weg en in woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Eerste Looiersdwarsstraat 24 D,1016 VM Amsterdam,13 september 2022,€ 375.000 kosten koper,40 m²,B,Portiekflat (appartement),1998,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,Volledig geïsoleerd,Cv-ketel,Cv-ketel,"Nefit Proline NxT HRC 24 CW 4 (gas gestookt combiketel uit 2016, eigendom)",Volle eigendom,,Aan rustige weg en in centrum,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Valckenierstraat 43 H,1018 XE Amsterdam,14 september 2022,€ 1.700.000 kosten koper,193 m²,D,Benedenwoning,Voor 1906,6 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,Ligbad en douche,4 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,"Remeha CW5 40/44kW (gas gestookt combiketel uit 2021, eigendom)",Volle eigendom,,"Aan rustige weg, beschutte ligging, in centrum en in woonwijk",,"Betaald parkeren, openbaar parkeren en parkeervergunningen",Achtertuin en patio/atrium,,,
Olympiaweg 44 II,1076 XA Amsterdam,13 september 2022,€ 395.000 kosten koper,42 m²,B,Bovenwoning (appartement),1926,2 kamers (1 slaapkamer),1 badkamer,Douche en toilet,1 woonlaag,"Dakisolatie, dubbel glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2012, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-12-2056),Afgekocht tot 31-12-2056,In centrum en in woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Oldengaarde 114,1083 TL Amsterdam,13 september 2022,€ 325.000 kosten koper,32 m²,C,Benedenwoning (appartement),1962,2 kamers (1 slaapkamer),1 badkamer,Douche en toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2010, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-12-2059),Afgekocht tot 15-12-2059,Aan rustige weg en in woonwijk,,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Johan Hofmanstraat 134,1069 KE Amsterdam,13 september 2022,€ 435.000 kosten koper,97 m²,A+,Galerijflat (appartement),2008,4 kamers (3 slaapkamers),1 badkamer,,1 woonlaag,Volledig geïsoleerd,Cv-ketel,Cv-ketel,"Gas gestookt combiketel uit 2009, eigendom",Eigendom belast met erfpacht,Eeuwigdurend afgekocht,In woonwijk,Balkon aanwezig,Openbaar parkeren,,,,
Lekstraat 80 I,1079 EV Amsterdam,14 september 2022,€ 650.000 kosten koper,88 m²,D,Bovenwoning (appartement),1932,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Remeha (gas gestookt combiketel uit 2020, eigendom)",Gemeentelijke erfpacht (einddatum erfpacht: 30-06-2050),"€ 633,79 per jaar",,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Nedersticht 52,1083 XD Amsterdam,15 september 2022,€ 400.000 kosten koper,73 m²,E,Tussenverdieping (appartement),1962,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,,1 woonlaag,Dubbel glas en HR-glas,Cv-ketel,Cv-ketel,"Gas gestookt uit 2008, eigendom",Eigendom belast met erfpacht,Afgekocht tot 31-03-2057,Aan rustige weg en in woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Suze Groenewegplantsoen 70,1067 DC Amsterdam,12 september 2022,€ 425.000 kosten koper,89 m²,C,Bovenwoning (appartement),1994,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,,1 woonlaag,"Dakisolatie, dubbel glas en muurisolatie",Cv-ketel,Cv-ketel,"Intergas HRE (gas gestookt combiketel uit 2018, eigendom)",Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Compagniestraat 17,1018 HL Amsterdam,13 september 2022,€ 500.000 kosten koper,63 m²,C,Bovenwoning (appartement),1984,2 kamers (1 slaapkamer),1 badkamer,Toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,Intergas (gas gestookt combiketel uit 2010),Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 30-06-2035),Afgekocht tot 30-06-2035,"Aan rustige weg, in woonwijk en vrij uitzicht",Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Kribbestraat 59 1,1079 WP Amsterdam,13 september 2022,€ 500.000 kosten koper,57 m²,B,Bovenwoning (appartement),1935,3 kamers (2 slaapkamers),1 badkamer,Ligbad en toilet,1 woonlaag,"Dubbel glas, muurisolatie en vloerisolatie",Cv-ketel en gedeeltelijke vloerverwarming,Cv-ketel,"Intergas Kompakt HRE (gas gestookt combiketel uit 2017, eigendom)",Erfpacht,"€ 401,94 per jaar",Aan rustige weg,Balkon aanwezig,Parkeervergunningen,,,,
Borgerstraat 114 A,1053 PX Amsterdam,13 september 2022,€ 475.000 kosten koper,66 m²,C,Bovenwoning (appartement),1983,3 kamers (2 slaapkamers),1 badkamer,Ligbad en toilet,2 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,"Gas gestookt combiketel, eigendom",Erfpacht,Eeuwigdurend afgekocht,Aan rustige weg en in woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Krammerstraat 1 2,1078 KE Amsterdam,14 september 2022,€ 975.000 kosten koper,132 m²,C,Bovenwoning (appartement),1920,6 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,Douche en toilet,2 woonlagen,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"Vaillant (gas gestookt combiketel uit 2022, eigendom)",Gemeentelijke erfpacht (einddatum erfpacht: 31-07-2052),€ 1.787 per jaar met optie tot afkopen,In woonwijk,Dakterras aanwezig,Betaald parkeren en parkeervergunningen,,,,
