address,postal_code,offered_since,asking-price,surface,energy_label,housing_type,build_year,number_rooms,number_bathrooms,bathroom_facilities,total_floors,isolation,heating,warm_water,cv_ketel,land_ownership,erfpacht,location,balcony_terrace,parking,garden,inhabitants_neighborhood,families_with_kids_perc,neighborhood_price_sqm
Lijzijde 6,1034 KP Amsterdam,Vandaag,€ 495.000 kosten koper,94 m²,C,,1977,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Toilet,2 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,"Vaillant (gas gestookt combiketel uit 2018, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 01-04-2026),Afgekocht tot 01-04-2026,"Aan rustige weg, beschutte ligging en in woonwijk",,Openbaar parkeren,"Achtertuin, voortuin en zonneterras",,,
Mijndenhof 16,1106 GM Amsterdam,9 september 2022,€ 450.000 kosten koper,124 m²,B,,1981,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",3 woonlagen,Grotendeels dubbelglas,Cv-ketel,Cv-ketel,"Nefit Smartline Basic (gas gestookt combiketel, eigendom)",Gemeentelijke erfpacht,Afgekocht tot 15-02-2031,Beschutte ligging en in woonwijk,Frans balkon aanwezig,Openbaar parkeren,Achtertuin en voortuin,,,
Fluessenlaan 16,1060 PP Amsterdam,13 september 2022,€ 599.000 kosten koper,138 m²,B,,1998,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en toilet,3 woonlagen,"Dakisolatie, dubbel glas en muurisolatie",Cv-ketel,Cv-ketel,"Remeha (gas gestookt combiketel uit 2012, eigendom)",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 15-03-2047,"Aan rustige weg, in woonwijk en vrij uitzicht",,Openbaar parkeren,Achtertuin,,,
Watermaalpad 33,1066 WX Amsterdam,9 september 2022,€ 885.000 kosten koper,162 m²,A,,1995,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",3 woonlagen,Dubbel glas en volledig geïsoleerd,Cv-ketel,Cv-ketel,"Intergas HR-107 ketel ( combiketel uit 2011, eigendom)",Eigendom belast met erfpacht (einddatum erfpacht: 30-08-2044),,"Aan rustige weg, in woonwijk en vrij uitzicht",,Op eigen terrein en openbaar parkeren,Achtertuin en voortuin,,,
Joan Muyskenweg 23 C,1096 CJ Amsterdam,9 september 2022,€ 575.011 kosten koper,84 m²,C,,1989,3 kamers (1 slaapkamer),1 badkamer,"Ligbad, douche en toilet",1 woonlaag en een kelder,"Dakisolatie, dubbel glas, geen spouw, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"HR (gas gestookt combiketel uit 2017, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 01-03-2072),€ 20 per jaar,"Aan vaarwater, aan water en vrij uitzicht",,Openbaar parkeren en parkeervergunningen,Zonneterras,,,
Jan Vrijmanstraat 216,1087 MP Amsterdam,10 september 2022,€ 1.250.000 kosten koper,202 m²,A,,2016,7 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,Ligbad en toilet,4 woonlagen,"Dakisolatie, dubbel glas, HR-glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Stadsverwarming en gehele vloerverwarming,Centrale voorziening en stadsverwarming,,Gemeentelijke erfpacht,Afgekocht tot 16-10-2065,Aan rustige weg en in woonwijk,Dakterras aanwezig,Op eigen terrein,Achtertuin en voortuin,,,
Johannes J. Glasweg 101,1035 ST Amsterdam,12 september 2022,€ 425.000 kosten koper,96 m²,A,,1991,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,2 woonlagen en een vliering,Dubbel glas en volledig geïsoleerd,Cv-ketel,Cv-ketel,"Gas gestookt combiketel uit 2017, eigendom",Eigendom belast met erfpacht,Eeuwigdurend afgekocht,,,Op eigen terrein en openbaar parkeren,Achtertuin en voortuin,,,
Nathan F. Israëlweg 19,1035 SB Amsterdam,12 september 2022,€ 495.000 kosten koper,109 m²,A,,1990,4 kamers (3 slaapkamers),1 badkamer,"Ligbad, douche en toilet",3 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,Combiketel,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 29-02-2040),Afgekocht tot 29-02-2040,Aan rustige weg en in woonwijk,,Op eigen terrein,Achtertuin,,,
Maxwellstraat 12,1097 EW Amsterdam,15 september 2022,€ 1.375.000 kosten koper,158 m²,E,,1953,6 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,"Ligbad, douche en 2 toiletten",3 woonlagen,Dakisolatie en dubbel glas,Cv-ketel,Cv-ketel,"Remeha (gas gestookt combiketel uit 2022, eigendom)",Zie akte,,Aan rustige weg en in woonwijk,Balkon aanwezig,Openbaar parkeren en parkeervergunningen,Achtertuin,,,
Annabellaweg 31,1036 KR Amsterdam,15 september 2022,€ 725.000 kosten koper,153 m²,A,,2012,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,Toilet,3 woonlagen,Volledig geïsoleerd,Stadsverwarming,Centrale voorziening,,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 30-06-2062),"€ 3.455,77 per jaar","Aan water, in woonwijk en open ligging",,Openbaar parkeren,Achtertuin,,,
Marga Klompélaan 44,1067 TX Amsterdam,14 september 2022,€ 550.000 kosten koper,135 m²,A,,1990,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,3 woonlagen,Volledig geïsoleerd,Cv-ketel,Cv-ketel,Intergas hre (gas gestookt combiketel uit 2021),Gemeentelijke erfpacht,Afgekocht tot 01-03-2040,"Aan park, aan rustige weg, aan water en in woonwijk",,Betaald parkeren en parkeervergunningen,Achtertuin en voortuin,,,
Bloemendalergouw 16,1028 BJ Amsterdam,15 september 2022,€ 1.295.000 kosten koper,158 m²,A,,,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,Ligbad en douche,2 woonlagen,Volledig geïsoleerd,Cv-ketel,Cv-ketel en gasboiler,"Combiketel (gas gestookt combiketel uit 2006, eigendom)",Volle eigendom,,"Aan rustige weg, aan vaarwater, aan water, buiten bebouwde kom, landelijk gelegen, open ligging en vrij uitzicht",,Op eigen terrein,Zijtuin,,,
Sean MacBridestraat 86,1102 JW Amsterdam,7 september 2022,€ 419.000 kosten koper,91 m²,A+,,2007,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,2 woonlagen,Volledig geïsoleerd,Stadsverwarming,Stadsverwarming,,Gemeentelijke erfpacht,Afgekocht tot 15-03-2056,Aan rustige weg en in woonwijk,,Betaald parkeren en parkeervergunningen,Achtertuin en voortuin,,,
Foersterhof 21,1068 KG Amsterdam,9 september 2022,€ 475.000 kosten koper,95 m²,A+,,1961,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,Douche,3 woonlagen,"Dakisolatie, dubbel glas en muurisolatie",Warmtepomp,Cv-ketel en zonneboiler,,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-01-2055),Afgekocht tot 15-01-2055,In woonwijk,,Openbaar parkeren,Achtertuin,,,
William Barlowlaan 153,1086 ZR Amsterdam,Vandaag,€ 1.200.000 kosten koper,227 m²,A,,2007,8 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,"Sauna, ligbad en 2 toiletten",5 woonlagen,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Stadsverwarming,Stadsverwarming,,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-05-2056),€ 4.289 per jaar met optie tot afkopen,Aan rustige weg en in woonwijk,Dakterras aanwezig,Openbaar parkeren en parkeervergunningen,Achtertuin,,,
Twiskestraat 15,1035 RL Amsterdam,7 september 2022,€ 699.000 kosten koper,84 m²,F,,1914,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Stoomcabine en toilet,2 woonlagen,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"Vaillant VHR (gas gestookt combiketel uit 2017, eigendom)",Volle eigendom,,Aan rustige weg,,Op eigen terrein en openbaar parkeren,"Achtertuin, voortuin en zijtuin",,,
Prof. R. Casimirstraat 5,1068 KC Amsterdam,2 weken,€ 595.000 kosten koper,117 m²,C,,1990,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"Sauna, ligbad, douche en toilet",3 woonlagen,"Dakisolatie, dubbel glas en HR-glas",Cv-ketel,Cv-ketel,Valliant (eigendom),Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-01-2040),Afgekocht tot 15-01-2040,Aan rustige weg en in woonwijk,Dakterras aanwezig,Openbaar parkeren en parkeervergunningen,Achtertuin en voortuin,,,
Zunderdorpergouw 20,1027 AT Amsterdam,6 september 2022,€ 750.000 kosten koper,122 m²,B,,,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,Toilet,2 woonlagen,Dubbel glas,Cv-ketel en gedeeltelijke vloerverwarming,Cv-ketel,"AWB CV ketel (gas gestookt combiketel uit 2002, eigendom)",Eigendom belast met opstal,,"Aan rustige weg, in woonwijk, landelijk gelegen en vrij uitzicht",,Openbaar parkeren,Voortuin en zijtuin,,,
Goeman Borgesiusstraat 86,1067 LV Amsterdam,6 september 2022,€ 595.000 kosten koper,124 m²,C,,1957,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,3 woonlagen,Dubbel glas,Cv-ketel en gedeeltelijke vloerverwarming,Cv-ketel,"Remeha Tzerra (gas gestookt combiketel uit 2022, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-01-2054),Afgekocht tot 31-01-2054,"Aan rustige weg, in woonwijk en vrij uitzicht",,Openbaar parkeren,Achtertuin en voortuin,,,
Bakhuizen van den Brinkhof 19,1065 AZ Amsterdam,2 weken,€ 900.000 kosten koper,161 m²,B,,1957,6 kamers (5 slaapkamers),2 badkamers en 3 aparte toiletten,Ligbad,3 woonlagen,"Muurisolatie, vloerisolatie en volledig geïsoleerd",Cv-ketel,Cv-ketel,"ATAG CW 5 (gas gestookt uit 2018, eigendom)",Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,"Aan bosrand, aan park, aan rustige weg, in bosrijke omgeving, in woonwijk en vrij uitzicht",Balkon aanwezig,Op eigen terrein en parkeervergunningen,"Achtertuin, voortuin en zijtuin",,,
Vijverhoef 48,1081 AX Amsterdam,7 september 2022,€ 1.350.000 kosten koper,186 m²,D,,1962,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,Ligbad en 2 toiletten,3 woonlagen,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"Prestige (gas gestookt combiketel uit 2020, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-03-2035),"€ 154,28 per jaar",Aan rustige weg en in woonwijk,Balkon aanwezig en frans balkon aanwezig,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Egelantiersstraat 56,1015 PP Amsterdam,3 september 2022,€ 1.875.000 kosten koper,234 m²,G,,Voor 1906,11 kamers (6 slaapkamers),4 badkamers en 2 aparte toiletten,3 douches en 2 toiletten,4 woonlagen en een kelder,"Dakisolatie, gedeeltelijk dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"HR (gas gestookt combiketel, eigendom)",Volle eigendom,,"Aan rustige weg, in centrum en in woonwijk",Dakterras aanwezig,"Betaald parkeren, openbaar parkeren, parkeergarage en parkeervergunningen",,,,
Stoelenmatterspad 7,1033 ZS Amsterdam,2 weken,€ 439.000 kosten koper,103 m²,B,,1989,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en toilet,3 woonlagen en een vliering,"Dakisolatie, dubbel glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Cv-ketel en open haard,Cv-ketel,"Intergas Kombi Kompakt HR22 HR28 (gas gestookt uit 2006, eigendom)",,,Beschutte ligging en in woonwijk,,Openbaar parkeren,Achtertuin,,,
Drostenburg 38,1102 AM Amsterdam,6 september 2022,€ 850.000 kosten koper,164 m²,A,,2015,5 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en toilet,4 woonlagen,Volledig geïsoleerd,"Cv-ketel, open haard en gehele vloerverwarming",Cv-ketel,"Gas gestookt combiketel uit 2015, eigendom",Gemeentelijke erfpacht,Eeuwigdurend afgekocht,,Dakterras aanwezig en frans balkon aanwezig,Op eigen terrein,"Achtertuin, voortuin en zonneterras",,,
Bezembinderspad 4,1033 ZW Amsterdam,2 weken,€ 475.000 kosten koper,97 m²,C,,1989,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Toilet,2 woonlagen en een zolder,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"Gas gestookt combiketel uit 2011, eigendom",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 30-03-2039,Aan rustige weg en in woonwijk,,Openbaar parkeren,Achtertuin en voortuin,,,
Kortrijk 28,1066 TC Amsterdam,2 weken,€ 850.000 kosten koper,154 m²,B,,1995,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,Ligbad en douche,3 woonlagen,Dubbel glas en volledig geïsoleerd,Cv-ketel,Cv-ketel,Vaillant VHR (gas gestookt combiketel uit 2008),Erfpacht (einddatum erfpacht: 29-11-2043),,"Aan rustige weg, in woonwijk en vrij uitzicht",Dakterras aanwezig en balkon aanwezig,Op eigen terrein en openbaar parkeren,Achtertuin en zijtuin,,,
Berenstraat 7,1016 GG Amsterdam,3 september 2022,€ 3.300.000 kosten koper,279 m²,,,1830,9 kamers (4 slaapkamers),3 badkamers,"2 ligbaden, 2 douches en 3 toiletten",4 woonlagen,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"Remeha HR (gas gestookt combiketel uit 2015, eigendom)",Volle eigendom,,"Aan rustige weg, beschutte ligging en in centrum",Dakterras aanwezig en frans balkon aanwezig,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Jacob Groenplantsoen 12,1035 MA Amsterdam,2 weken,€ 995.000 kosten koper,125 m²,A,,1998,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",3 woonlagen,"Dakisolatie, dubbel glas en muurisolatie",Cv-ketel,Cv-ketel,"Gas gestookt combiketel, eigendom",Volle eigendom,,,,Op eigen terrein en openbaar parkeren,Achtertuin en voortuin,,,
Kadoelenweg 378,1035 NT Amsterdam,3 september 2022,€ 899.000 kosten koper,118 m²,E,,1918,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,3 woonlagen,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"Nefit HR (gas gestookt combiketel uit 2016, eigendom)",Volle eigendom,,"Aan rustige weg, aan water, in woonwijk, landelijk gelegen en open ligging",,Op eigen terrein,"Achtertuin, voortuin en zijtuin",,,
Cornelis Aarnoutsstraat 11,1106 ZE Amsterdam,5 september 2022,€ 495.000 kosten koper,109 m²,A,,1986,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",3 woonlagen,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"CV Ketel (gas gestookt combiketel uit 2018, eigendom)",Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,"Aan rustige weg, in woonwijk en vrij uitzicht",,Openbaar parkeren,Achtertuin,,,
Landsmeerderdijk 67,1035 PT Amsterdam,2 weken,€ 850.000 kosten koper,105 m²,D,,1975,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",2 woonlagen en een kelder,Dakisolatie en gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"Atag (gas gestookt combiketel uit 2018, eigendom)",Eigendom belast met erfpacht (einddatum erfpacht: 31-12-2029),"€ 1.515,36 per jaar",Open ligging en vrij uitzicht,Balkon aanwezig,Openbaar parkeren,Achtertuin,,,
Le Tourmalet 73,1060 NX Amsterdam,2 weken,€ 500.000 kosten koper,106 m²,B,,1994,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,3 woonlagen,HR-glas,Cv-ketel,Cv-ketel,"Valliant (gas gestookt combiketel uit 2019, eigendom)",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 30-11-2043,,Balkon aanwezig,Openbaar parkeren,Achtertuin en voortuin,,,
Jan Vrijmanstraat 16,1087 MC Amsterdam,3 weken,€ 775.000 kosten koper,134 m²,A,,2008,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",3 woonlagen,Volledig geïsoleerd,Stadsverwarming en gedeeltelijke vloerverwarming,Centrale voorziening,,Eigendom belast met erfpacht,Eeuwigdurend afgekocht,Aan rustige weg en in woonwijk,,Op afgesloten terrein,Achtertuin en voortuin,,,
Bolestein 57,1081 CS Amsterdam,2 weken,€ 1.085.000 kosten koper,184 m²,B,,1962,7 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,2 douches en 2 toiletten,3 woonlagen,Dakisolatie en dubbel glas,Cv-ketel,Cv-ketel,"Daalderop 24/50+ (gas gestookt combiketel uit 2006, eigendom)",Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,"Aan rustige weg, beschutte ligging en in woonwijk",,Betaald parkeren en openbaar parkeren,Achtertuin en voortuin,,,
Monte Perdido 16,1060 PB Amsterdam,3 weken,€ 475.000 kosten koper,90 m²,B,,1995,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,"Gas gestookt combiketel, eigendom",Gemeentelijk eigendom belast met erfpacht,,Aan rustige weg en in woonwijk,,Openbaar parkeren,Achtertuin,,,
Schubertstraat 20,1077 GS Amsterdam,7 weken,€ 2.925.000 kosten koper,242 m²,C,,1930,9 kamers (7 slaapkamers),3 badkamers en 1 apart toilet,"Ligbad, 2 douches en 3 toiletten",4 woonlagen en een kelder,Dakisolatie en gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"Vaillant HR (gas gestookt, eigendom)",Gemeentelijke erfpacht (einddatum erfpacht: 28-02-2053),"€ 5.029,92 per jaar",Aan rustige weg en in woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Eurokade 49,1060 RZ Amsterdam,7 weken,€ 725.000 kosten koper,148 m²,A,,1999,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,,4 woonlagen,"Dakisolatie, dubbel glas, HR-glas, muurisolatie en vloerisolatie",Gedeeltelijke vloerverwarming en warmtepomp,Elektrische boiler,,Erfpacht,Afgekocht tot 01-01-2047,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",Frans balkon aanwezig,Openbaar parkeren,Achtertuin,,,
Van Boshuizenstraat 551,1082 AV Amsterdam,6 weken,€ 850.000 kosten koper,152 m²,D,,1960,6 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,"Ligbad, douche en toilet",3 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,"Atag (gas gestookt combiketel uit 2019, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 28-02-2034),"€ 182,87 per jaar",In woonwijk,Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",Achtertuin,,,
Vorselaarstraat 22,1066 NN Amsterdam,5 weken,€ 550.000 kosten koper,102 m²,A,,1992,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,3 woonlagen,"Dakisolatie, dubbel glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Cv-ketel,Cv-ketel,"Intergas Combiketel ( combiketel uit 2008, eigendom)",Eigendom belast met erfpacht (einddatum erfpacht: 30-03-2041),,,,Openbaar parkeren,Achtertuin en voortuin,,,
Korte Leidsedwarsstraat 159 H+1,1017 RA Amsterdam,5 weken,€ 1.250.000 kosten koper,171 m²,,,1857,4 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Douche en toilet,3 woonlagen en een zolder,Dakisolatie en gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"Combi (gas gestookt combiketel uit 2020, eigendom)",Volle eigendom,,In centrum,Dakterras aanwezig,Betaald parkeren en parkeervergunningen,,,,
Kadoelenweg 115,1035 NC Amsterdam,3 weken,€ 965.000 kosten koper,107 m²,E,,1939,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,3 woonlagen,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"Gas gestookt combiketel, eigendom",Volle eigendom,,"Aan rustige weg, aan vaarwater en vrij uitzicht",,Op eigen terrein,"Achtertuin, voortuin en zijtuin",,,
Erich Salomonstraat 637,1087 JA Amsterdam,4 weken,€ 925.000 kosten koper,172 m²,A,,2008,6 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,Ligbad en toilet,4 woonlagen,Dubbel glas en volledig geïsoleerd,Stadsverwarming,Stadsverwarming,,Gemeentelijke erfpacht,Afgekocht tot 15-05-2056,Aan rustige weg en in woonwijk,Dakterras aanwezig,Betaald parkeren en openbaar parkeren,Achtertuin,,,
Kampervenuspad 44,1036 KL Amsterdam,3 weken,€ 649.000 kosten koper,102 m²,A,,2006,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,"Ligbad, 2 douches en toilet",4 woonlagen,Volledig geïsoleerd,"Cv-ketel, gedeeltelijke vloerverwarming en warmte terugwininstallatie",Cv-ketel,"Remeha (gas gestookt combiketel uit 2015, eigendom)",Eigendom belast met erfpacht,Eeuwigdurend afgekocht,In woonwijk en vrij uitzicht,Dakterras aanwezig,Openbaar parkeren en parkeergarage,"Voortuin, zijtuin en zonneterras",,,
Anfieldroad 97,1098 WB Amsterdam,8 weken,€ 875.000 kosten koper,143 m²,A,,2001,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",3 woonlagen,Volledig geïsoleerd,Stadsverwarming,Stadsverwarming,,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 01-01-2050),Afgekocht tot 01-01-2050,"Aan rustige weg, aan water, beschutte ligging en in woonwijk",Balkon aanwezig,Op eigen terrein,Voortuin,,,
Escudolaan 46,1060 ST Amsterdam,3 weken,€ 825.000 kosten koper,178 m²,B,,1998,7 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,"Ligbad, douche en toilet",4 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,"Gas gestookt combiketel uit 2018, eigendom",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 01-01-2047,Aan rustige weg en in woonwijk,Dakterras aanwezig en frans balkon aanwezig,Op eigen terrein en openbaar parkeren,"Achtertuin, voortuin, zijtuin en zonneterras",,,
Pyreneeën 15,1060 NP Amsterdam,3 weken,€ 839.000 kosten koper,173 m²,B,,1995,7 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,"Ligbad, douche en toilet",3 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,"Remeha HR (gas gestookt combiketel uit 2020, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 30-11-2043),Afgekocht tot 30-11-2043,"Aan rustige weg, aan water, in woonwijk, open ligging en vrij uitzicht",Dakterras aanwezig,Op eigen terrein en openbaar parkeren,Achtertuin en zonneterras,,,
Maanhof 32,1109 CB Amsterdam,3 maanden,€ 895.000 kosten koper,192 m²,A,,2018,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",2 woonlagen,Volledig geïsoleerd,Cv-ketel en gedeeltelijke vloerverwarming,Cv-ketel,"Nefit HR (gas gestookt combiketel uit 2018, eigendom)",Eigendom belast met erfpacht (einddatum erfpacht: 01-06-2028),€ 4.495 per jaar,,,Op eigen terrein en openbaar parkeren,"Achtertuin, voortuin en zijtuin",,,
Lisdoddelaan 143,1087 KB Amsterdam,2 maanden,€ 1.500.000 kosten koper,238 m²,A,,2005,7 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,"Ligbad, 2 douches en 2 toiletten",3 woonlagen,HR-glas en volledig geïsoleerd,Stadsverwarming,Stadsverwarming,,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 30-04-2052,"Aan rustige weg, aan vaarwater, aan water, in woonwijk, open ligging en vrij uitzicht",Dakterras aanwezig,Op eigen terrein,"Achtertuin, voortuin en zonneterras",,,
Zus Braunstraat 7,1034 WX Amsterdam,2 maanden,€ 750.000 kosten koper,161 m²,A,,1995,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,Toilet,3 woonlagen,Dubbel glas en volledig geïsoleerd,Cv-ketel,Cv-ketel,"Gas gestookt combiketel, eigendom",Gemeentelijke erfpacht,Afgekocht tot 01-09-2044,Aan rustige weg en in woonwijk,Balkon aanwezig,Openbaar parkeren,Achtertuin,,,
Mezquitalaan 118 + PP,1064 NS Amsterdam,Vandaag,€ 585.000 kosten koper,108 m²,C,Bovenwoning (appartement),1999,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Toilet,1 woonlaag,Volledig geïsoleerd,Cv-ketel,Cv-ketel,"HR (gas gestookt combiketel uit 2014, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-05-2047),Afgekocht tot 31-05-2047,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",,Parkeergarage,,,,
Stentorstraat 37,1035 XB Amsterdam,2 maanden,€ 575.000 kosten koper,104 m²,C,,1958,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,,3 woonlagen,"Dakisolatie, HR-glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"Remeha (gas gestookt combiketel uit 2019, eigendom)",Zie akte,,Aan rustige weg en in woonwijk,,Openbaar parkeren,Achtertuin en voortuin,,,
Prinsengracht 757,1017 JZ Amsterdam,2 maanden,€ 3.995.000 kosten koper,308 m²,,,1729,7 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,"2 ligbaden, douche en 2 toiletten",2 woonlagen,"Dakisolatie, gedeeltelijk dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"Remeha (gas gestookt combiketel uit 2021, eigendom)",Volle eigendom,,"Aan vaarwater, aan water en in centrum",Balkon aanwezig,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Kometensingel 313,1033 BJ Amsterdam,4 maanden,€ 375.000 kosten koper,58 m²,B,,1923,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,2 woonlagen en een zolder,Dubbel glas,Cv-ketel,Cv-ketel,"ATAG (gas gestookt uit 2017, huur)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-08-2054),Afgekocht tot 15-08-2054,In woonwijk en vrij uitzicht,,Openbaar parkeren,Achtertuin en voortuin,,,
William Barlowlaan 133,1086 ZR Amsterdam,4 maanden,€ 1.275.000 kosten koper,244 m²,A,,2008,9 kamers (5 slaapkamers),3 badkamers,"Ligbad, douche en 3 toiletten",5 woonlagen,Dubbel glas en volledig geïsoleerd,"Open haard, gehele vloerverwarming en warmtepomp",Elektrische boiler,,Gemeentelijke erfpacht (einddatum erfpacht: 31-05-2056),"€ 4.164,72 per jaar met optie tot afkopen","Aan rustige weg, in woonwijk en vrij uitzicht","Dakterras aanwezig, balkon aanwezig en frans balkon aanwezig","Betaald parkeren, openbaar parkeren en parkeervergunningen",Achtertuin,,,
